Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,Other ratios,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
Ti64 (Ti-6Al-4V),Laser Powder Bed Fusion (LPBF),Single-layer track fabrication with in situ synchrotron X-ray imaging,300,455,,60,50,,,,,,,,0.659,,4430,830,,1923,0.6,,,,,6,,,,balance,4,,,,,,,,,,adem.201900455,Laser-Induced Keyhole Defect Dynamics during Metal Additive Manufacturing,10.1002/adem.201900455
Ti64 (Ti-6Al-4V),Laser Powder Bed Fusion (LPBF),Single-layer track fabrication with in situ synchrotron X-ray imaging,100,144,,60,50,,,,,,,repair_pass=2; first_pass_power_W=100; repair_pass_power_W=100; repair_outcome=Original voids repaired but new voids created at same depth,0.694,,4430,830,,1923,0.6,,,,,6,,,,balance,4,,,,,,,,,,adem.201900455,Laser-Induced Keyhole Defect Dynamics during Metal Additive Manufacturing,10.1002/adem.201900455
Ti64 (Ti-6Al-4V),Laser Powder Bed Fusion (LPBF),Single-layer track fabrication with in situ synchrotron X-ray imaging,150,144,,60,50,,,,,,,repair_pass=2; first_pass_power_W=100; repair_pass_power_W=150; repair_outcome=Original voids repaired but new voids created deeper (180-385 µm); new_void_depth_range_um=180; 385,1.042,,4430,830,,1923,0.6,,,,,6,,,,balance,4,,,,,,,,,,adem.201900455,Laser-Induced Keyhole Defect Dynamics during Metal Additive Manufacturing,10.1002/adem.201900455
Ti64 (Ti-6Al-4V),Laser Powder Bed Fusion (LPBF),Single-layer track fabrication with in situ synchrotron X-ray imaging,50,144,,60,50,,80,,,,,"repair_pass=2; first_pass_power_W=100; repair_pass_power_W=50; repair_outcome=Vapor depression only 80 µm, does not repair original voids, no new voids formed",0.347,,4430,830,,1923,0.6,,,,,6,,,,balance,4,,,,,,,,,,adem.201900455,Laser-Induced Keyhole Defect Dynamics during Metal Additive Manufacturing,10.1002/adem.201900455
AISI 4140 steel,Laser Powder Bed Fusion (LPBF),Single-track laser scanning with synchrotron X-ray imaging,156,600,,76.1,88,,,,,,,build_to_powder_ratio_percent=50.3,0.26,,,,,,,,,,0.26,,,,,,,,,,,,1.1,,0.86,0.19,,In situ synchrotron X-ray imaging of 4140 steel laser powder bed fusion,
AISI 4140 steel,Laser Powder Bed Fusion (LPBF),Single-track laser scanning with synchrotron X-ray imaging,250,500,,84.4,88,,62.5,,,,,build_to_powder_ratio_percent=53.9; vapor_cavity_depth_no_powder_um=53.4; melt_pool_depth_no_powder_um=77.5; vapor_cavity_depth_with_powder_um=42.3; melt_pool_depth_with_powder_um=62.5; depth_difference_no_powder_um=24.1; depth_difference_with_powder_um=20.2,0.5,,,,,,,,,,0.26,,,,,,,,,,,,1.1,,0.86,0.19,,In situ synchrotron X-ray imaging of 4140 steel laser powder bed fusion,
AISI 4140 steel,Laser Powder Bed Fusion (LPBF),Single-track laser scanning with synchrotron X-ray imaging,364,500,,72.6,88,,134.4,,,,,build_to_powder_ratio_percent=55.1; vapor_cavity_depth_no_powder_um=128.3; melt_pool_depth_no_powder_um=149.3; vapor_cavity_depth_with_powder_um=109.5; melt_pool_depth_with_powder_um=134.4; depth_difference_no_powder_um=21; depth_difference_with_powder_um=24.9,0.728,,,,,,,,,,0.26,,,,,,,,,,,,1.1,,0.86,0.19,,In situ synchrotron X-ray imaging of 4140 steel laser powder bed fusion,
AISI 4140 steel,Laser Powder Bed Fusion (LPBF),Single-track laser scanning with synchrotron X-ray imaging,208,300,,63.7,67,,213.4,,,,,build_to_powder_ratio_percent=49.4; vapor_cavity_depth_no_powder_um=251.7; melt_pool_depth_no_powder_um=272.2; vapor_cavity_depth_with_powder_um=196.5; melt_pool_depth_with_powder_um=213.4; depth_difference_no_powder_um=20.5; depth_difference_with_powder_um=16.8,0.693,,,,,,,,,,0.26,,,,,,,,,,,,1.1,,0.86,0.19,,In situ synchrotron X-ray imaging of 4140 steel laser powder bed fusion,
Stainless Steel 316L,Laser Powder Bed Fusion,Single track melting,375,220,,50,95,,360,360,450,1,1.25,normalized_enthalpy=12.4,1.705,,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,file19,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography,10.1016/j.addma.2020.101336
Stainless Steel 316L,Laser Powder Bed Fusion,Single track melting,147.5,220,,50,95,,120,180,250,0.67,1.39,normalized_enthalpy=4.9,0.67,,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,file19,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography,10.1016/j.addma.2020.101336
Stainless Steel 316L,Laser Powder Bed Fusion,Single track melting,50,220,,50,95,,40,80,100,0.5,1.25,normalized_enthalpy=1.7,0.227,,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,file19,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography,10.1016/j.addma.2020.101336
Not specified in supplementary material,Laser Powder Bed Fusion (LPBF),Single track experiments,50; 82.5; 115; 147.5; 180; 212.5; 245; 277.5; 310; 342.5; 375,100; 130; 160; 190; 220; 250; 280; 310; 340; 370; 400,,,,,"{'min': 0, 'max': 500, 'note': 'Depth varies from 0 to 500 μm depending on deposited energy (Figure A6)'}","{'min': 0, 'max': 500, 'note': 'Width varies from 0 to 500 μm depending on deposited energy (Figure A6)'}","{'min': 0, 'max': 500, 'note': 'Length varies from 0 to 500 μm depending on deposited energy (Figure A6)'}",,,note=Melt pool geometry measured using Gaussian fitting of line profiles (Figure A2),"{'calculation': 'Linear Energy = Power (W) / Velocity (mm/s)', 'range_min_J_per_mm': 0.125, 'range_max_J_per_mm': 3.75, 'note': 'Calculated from power range 50-375W and velocity range 100-400 mm/s'}",,,,,,,,,,,,,,,,,,,,,,,,,,supp19,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,50,500,,30,,,15,66,,0.23,,,0.1,33,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,50,750,,30,,,12,50,,0.2,,,0.067,22,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,50,1000,,30,,,10,47,,0.19,,,0.05,16,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,50,1200,,30,,,5,45,,0.11,,,0.042,13,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,100,500,,30,,,44,117,,0.37,,,0.2,66,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,100,750,,30,,,32,98,,0.32,,,0.133,44,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,100,1000,,30,,,24,75,,0.32,,,0.1,33,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,100,1200,,30,,,21,71,,0.3,,,0.083,27,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,150,500,,30,,,101,145,,0.7,,,0.3,100,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,150,750,,30,,,72,135,,0.53,,,0.2,66,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,150,1000,,30,,,53,115,,0.46,,,0.15,50,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,150,1200,,30,,,49,108,,0.45,,,0.125,41,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,195,500,,30,,,176,192,,0.91,,,0.39,130,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,195,750,,30,,,110,160,,0.68,,,0.26,86,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,195,1000,,30,,,80,130,,0.62,,,0.195,65,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
Ti-6Al-4V,Selective Laser Melting,Single-track deposits and bulk samples,195,1200,,30,,,64,121,,0.53,,,0.163,54,4430,,,1873,,,,,,6,,,,,4,,,,,,,,,,Dilip2017,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s40964-017-0038-9
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,100,400,,30,37.5,105,129.28,119.71,,1.08,,,0.25,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,100,500,,30,37.5,105,98.86,109.71,,0.9,,,0.2,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,100,600,,30,37.5,105,75.14,100.29,,0.75,,,0.167,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,100,700,,30,37.5,105,49.14,79,,0.622,,,0.143,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,100,800,,30,37.5,105,45.57,80.14,,0.59,,,0.125,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,100,900,,30,37.5,105,46,75.71,,0.61,,,0.111,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,100,1000,,30,37.5,105,46.14,72.71,,0.63,,,0.1,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,100,1100,,30,37.5,105,28.86,61,,0.47,,,0.091,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,200,400,,30,37.5,105,305.71,144.29,,2.12,,,0.5,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,200,500,,30,37.5,105,287.71,157.71,,1.77,,,0.4,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,200,600,,30,37.5,105,265.86,133.71,,1.99,,,0.333,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,200,700,,30,37.5,105,198.86,126,,1.58,,,0.286,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,200,800,,30,37.5,105,128.43,141.43,,0.91,,,0.25,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,200,900,,30,37.5,105,144,135.71,,1.06,,,0.222,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,200,1000,,30,37.5,105,97.86,129.33,,0.76,,,0.2,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,200,1100,,30,37.5,105,84.14,120.86,,0.7,,,0.182,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,300,400,,30,37.5,105,571.14,170.86,,3.34,,,0.75,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,300,500,,30,37.5,105,469.43,159.14,,2.95,,,0.6,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,300,600,,30,37.5,105,445.14,141.71,,3.14,,,0.5,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,300,700,,30,37.5,105,360.86,145.14,,2.49,,,0.429,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,300,800,,30,37.5,105,350.43,138,,2.54,,,0.375,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,300,900,,30,37.5,105,305,124.29,,2.45,,,0.333,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,300,1000,,30,37.5,105,227.71,120.29,,1.9,,,0.3,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,300,1100,,30,37.5,105,201.14,112,,1.8,,,0.273,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,400,400,,30,37.5,105,749.71,190.57,,3.93,,,1,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,400,500,,30,37.5,105,623.71,200.57,,3.11,,,0.8,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,400,600,,30,37.5,105,532.57,182.57,,2.92,,,0.667,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,400,700,,30,37.5,105,496.86,147.71,,3.36,,,0.571,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,400,800,,30,37.5,105,454.57,147.14,,3.09,,,0.5,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,400,900,,30,37.5,105,409.86,136.29,,3.01,,,0.444,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,400,1000,,30,37.5,105,356.86,123.14,,2.9,,,0.4,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,400,1100,,30,37.5,105,313.57,114.29,,2.74,,,0.364,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,500,400,,30,37.5,105,911.43,188,,4.85,,,1.25,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,500,500,,30,37.5,105,885.86,182,,4.87,,,1,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,500,600,,30,37.5,105,799.29,163.71,,4.88,,,0.833,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,500,700,,30,37.5,105,721.57,152.57,,4.73,,,0.714,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,500,800,,30,37.5,105,648,141.43,,4.58,,,0.625,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,500,900,,30,37.5,105,555.57,125.43,,4.43,,,0.556,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,500,1000,,30,37.5,105,444.43,138.86,,3.2,,,0.5,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,500,1100,,30,37.5,105,287.57,142,,2.03,,,0.455,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,600,400,,30,37.5,105,1135.74,200.86,,5.65,,note=Depth extrapolated - exceeded substrate thickness,1.5,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,600,500,,30,37.5,105,1045.06,198,,5.28,,note=Depth extrapolated - exceeded substrate thickness,1.2,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,600,600,,30,37.5,105,895.29,179.71,,4.98,,,1,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,600,700,,30,37.5,105,782,161.43,,4.84,,,0.857,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,600,800,,30,37.5,105,681,153.71,,4.43,,,0.75,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,Laser Powder Bed Fusion,Single layer strip scanning,600,900,,30,37.5,105,637.14,136.29,,4.68,,,0.667,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
